UserID,Time,Tweet,Retweet Count,sentiment,Company Name
7144422,Thu Mar 17 11:14:59 +0000 2016,"rt lifehacker quietly made many of os x s stock apps super useful here s what you can do with them https",44,neutral,Apple
18113952,Fri Mar 18 19:21:15 +0000 2016,"if i would put all my savings into stock like a month ago and left it i would have an extra i only bought one stock tho",0,positive,Apple
631416556,Fri Mar 18 12:16:20 +0000 2016,"inc this is why stock could skyrocket in",0,positive,Apple
597158387,Tue Mar 22 05:46:59 +0000 2016,"rt hannahbrooks expensive trip to and they have the dji phantom in stock oh lordy what to do",7,neutral,Apple
2455761204,Thu Mar 17 07:22:12 +0000 2016," dow stocks daily weekly ytd trend",1,neutral,Apple
2493423925,Thu Mar 17 07:15:42 +0000 2016,"deals b stock lcd led display assembly macbook pro retina mid a",0,neutral,Apple
4875747924,Sat Mar 19 20:09:23 +0000 2016,"finna stock up on baby food and sauce rn",0,neutral,Apple
3429983422,Fri Mar 18 14:17:49 +0000 2016,"ahead of the new iphone launch ig analyst chrisb ig looks at how to trade stock",5,neutral,Apple
3403901598,Fri Mar 18 23:13:03 +0000 2016,"steve wozniak gave much of his stock to employees who otherwise would not have received stock after the ipo",0,neutral,Apple
4670874672,Fri Mar 18 16:36:03 +0000 2016," rt iloveyouipoh rt anakmegatmeget iphone c last stock  gb earphone charger manual book sticker waran",0,neutral,Apple
2211867912,Fri Mar 18 23:49:07 +0000 2016,"stock to climb with this year s unveiling event via personalincome",0,positive,Apple
14656767,Sat Mar 19 21:23:23 +0000 2016,"all the stock mac apps that quietly made useful",0,neutral,Apple
370291714,Fri Mar 18 02:24:43 +0000 2016,"commented on stocktwits how much money you lost in it is heading to just buy and make money",0,positive,Apple
104261303,Fri Mar 18 19:31:03 +0000 2016,"s loop you in event might not be big winner for stock marketwatch",0,negative,Apple
247460267,Thu Mar 17 22:11:39 +0000 2016,"premarket movers dubset pushes stock higher",0,positive,Apple
2497185277,Fri Mar 18 13:51:33 +0000 2016,"deals b stock lcd led display assembly macbook pro retina mid a",0,neutral,Apple
367567960,Thu Mar 17 17:35:10 +0000 2016,"all of the stock i picked up during the latest freakout between per share has panned out very nicely",0,positive,Apple
2837266422,Thu Mar 17 09:34:39 +0000 2016,"can the iphone se launch turn around inc stock in iphone",2,neutral,Apple
2229292530,Sat Mar 19 20:32:21 +0000 2016,"currently in stock filoliquors from pieholewhiskey cherry amp pecan pie flavored whiskeys filoliquors",0,neutral,Apple
2159322464,Tue Mar 22 00:57:11 +0000 2016,"s product launch and its effect on stock",0,neutral,Apple
44060322,Tue Mar 22 01:00:17 +0000 2016,"how has stock historically traded following march product events keynote",3,neutral,Apple
316265648,Sat Mar 19 20:29:02 +0000 2016,"if you think you re having a bad day remember this in ronald wayne sold his stock in for now it s worth billion",0,neutral,Apple
65950167,Thu Mar 17 17:33:46 +0000 2016,"fansided madness win or an tv from retailmenot and lockerdome fansided and stock car spin have te",0,neutral,Apple
7714492,Fri Mar 18 15:09:22 +0000 2016,"stock update nasdaq ipad pro long term review a body blow to laptops",0,neutral,Apple
1255023650,Thu Mar 17 14:56:37 +0000 2016,"large cap breakout stocks to buy now including mdt and via thestreet",0,positive,Apple
3420574769,Fri Mar 18 13:17:58 +0000 2016," mojo day trading room stock trading list gasl vtae dust uvxy svxy twtr fb rcon mdco adbe",3,neutral,Apple
1217997840,Thu Mar 17 12:45:14 +0000 2016,"after keen analysis i see is ripe for buying you can take that to the bank stockmarket",0,positive,Apple
4910407894,Tue Mar 22 16:26:09 +0000 2016,"s product launch what the stock market loved and hated investors on monday were most forex",0,neutral,Apple
2615722226,Thu Mar 17 05:40:34 +0000 2016,"here s why this analyst just slashed his inc stock price target",0,neutral,Apple
2663928435,Thu Mar 17 22:41:09 +0000 2016," chevriernao top stocks for this month hpnn goog msft sne tsla cnab mine hemp via",0,positive,Apple
2393304607,Tue Mar 22 00:19:51 +0000 2016," imav riq i work at a local grocery store and i had to stock some cider vinegar and all i could think was trentsworstnightmare",2,neutral,Apple
81754062,Tue Mar 22 02:06:05 +0000 2016,"thanks tv for not being intelligent enough to let me use a device as a remote without having the stupid easily lost stock remote first",0,neutral,Apple
42741944,Tue Mar 22 03:16:21 +0000 2016,"i hoped my meager amount of stock was gonna go up today lolno event",0,positive,Apple
70272473,Sat Mar 19 08:59:24 +0000 2016,"catalyst watch case is here it offers heavy duty protection and water resistance stealth black in stock",0,neutral,Apple
1953669499,Fri Mar 18 02:48:34 +0000 2016,"hi guys stock is running low hurry and grab your hipster pomade now vanilla and mix",0,negative,Apple
53565035,Sat Mar 19 18:26:41 +0000 2016,"swot analysis with dividend analyzer scores via kenfaulkenberry dividend stocks investing",0,neutral,Apple
85336287,Thu Mar 17 15:08:50 +0000 2016,"the bug in ios which shows non existent unread messages in the stock mail app has existed for years now with no word on a fix from",0,neutral,Apple
209734424,Fri Mar 18 15:32:39 +0000 2016,"s loop you in event might not be big winner for stock inc s product event",0,negative,Apple
2890705397,Fri Mar 18 23:13:03 +0000 2016,"steve wozniak gave much of his stock to employees who otherwise would not have received stock after the ipo",0,neutral,Apple
615965380,Thu Mar 17 14:28:17 +0000 2016," is currently undervalued with stock chart forming bullish cup and handle pattern",1,neutral,Apple
211084269,Tue Mar 22 08:30:06 +0000 2016,"iphone s gb silver sim free brand new sealed unlocked new release uk stock gb silver",0,neutral,Apple
3294617145,Sat Mar 19 16:31:27 +0000 2016,"last second outbid rt m usb sync data charging charger cable cord for ipad hd us stock please f",0,neutral,Apple
2836860835,Fri Mar 18 19:31:34 +0000 2016,"stock to climb with this year s unveiling event via personalincome",0,positive,Apple
2858171394,Thu Mar 17 14:52:53 +0000 2016,"moves some of its cloud services from aws to google cloud according to ft amzn stocks down nearly",0,neutral,Apple
253025117,Thu Mar 17 18:03:45 +0000 2016,"steve wozniak gave much of his stock to employees who otherwise would not have received stock after the ipo",2,neutral,Apple
3366889804,Sat Mar 19 14:12:30 +0000 2016,"i think this device event is going to shock stock and drive it to my buy price of doesn t make it won t touch it if it does",0,positive,Apple
3649970293,Thu Mar 17 14:26:34 +0000 2016,"is now stock the next via thestreet servicenow",0,neutral,Apple
103706906,Thu Mar 17 22:03:22 +0000 2016," jeffbenjam where u buy your new tv just grabbed another one at bestbuy but it came stock with",0,neutral,Apple
4876819618,Tue Mar 22 18:36:36 +0000 2016,"iq test for you imbeciles if they crack the phone is that bullish or bearish for the stock hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm",0,neutral,Apple
3410004411,Fri Mar 18 21:17:20 +0000 2016,"what an loss means for aws amp inc stock amazon",0,neutral,Apple
3223510129,Fri Mar 18 15:28:36 +0000 2016,"s loop you in event might not be big winner for stock",0,negative,Apple
3246159172,Tue Mar 22 18:47:09 +0000 2016,"s product launch what the stock market loved and hated",0,neutral,Apple
119853295,Thu Mar 17 20:53:03 +0000 2016,"je dis oui envisage de chiffrer toutes les donn es stock es sur icloud",0,neutral,Apple
73207010,Tue Mar 22 13:52:01 +0000 2016,"is in a courtroom fight with the justice department while yahoo is contending with a sliding stock price an",0,neutral,Apple
2829402252,Fri Mar 18 18:01:51 +0000 2016,"s loop you in event might not be big winner for stock inc s product event on monday will like",0,negative,Apple
3345872291,Thu Mar 17 14:51:00 +0000 2016,"time for stock talk with jack mohr of thestreet talking and valeant",0,neutral,Apple
2370232028,Thu Mar 17 14:28:50 +0000 2016," is currently undervalued with stock chart forming bullish cup and handle pattern",1,negative,Apple
25174493,Fri Mar 18 19:40:38 +0000 2016,"i wish i could buy stock in the number of hating articles marketwatch writes each day",0,positive,Apple
3373756719,Fri Mar 18 15:34:59 +0000 2016,"rt marketobs inc stock rose by currently priced at invest with advantages",1,positive,Apple
1934376708,Fri Mar 18 23:13:07 +0000 2016,"steve wozniak gave much of his stock to employees who otherwise would not have received stock after the ipo",0,neutral,Apple
1555949676,Thu Mar 17 12:59:31 +0000 2016," zerohedge artificial stock price",1,neutral,Apple
18604111,Sat Mar 19 14:12:32 +0000 2016,"homemade vegetable stock powder as easy as pie",0,neutral,Apple
1154828750,Fri Mar 18 14:25:26 +0000 2016,"inc stock headed to one tech thinks so inc nasdaq stock could fl valuewalk",0,positive,Apple
201724739,Thu Mar 17 11:20:22 +0000 2016,"wall street breakfast futures slide after fed propels stocks to high spy qqq amkby amzn bac bidu",1,positive,Apple
17920623,Thu Mar 17 17:32:39 +0000 2016,"the emoji keyboard on stock android is shite its the only thing i miss from s ios which says a lot ios android emoji",2,neutral,Apple
14097734,Fri Mar 18 18:01:50 +0000 2016,"s loop you in event might not be big winner for stock",0,negative,Apple
201296379,Thu Mar 17 14:30:05 +0000 2016,"why tech stocks behave the way they do amzn crm fb googl hpq ibm msft ncr orcl goog",0,neutral,Apple
3004534484,Tue Mar 22 19:00:12 +0000 2016,"i m still trying to figure out why i d need an watch i like their products amp love the stock but the watch stumps me nasdaq",0,positive,Apple
4329892153,Fri Mar 18 17:46:54 +0000 2016,"s you in event might not be big winner for stock",0,negative,Apple
278458893,Thu Mar 17 15:57:30 +0000 2016," inc the rip roaring rally is just beginning investors stocks equities us uk canada lebanon",0,neutral,Apple
627765164,Thu Mar 17 22:50:03 +0000 2016,"valuable concepts new traders must know trading stocks spy fb amzn",0,neutral,Apple
4427720915,Fri Mar 18 16:05:47 +0000 2016,"rt mktwburton why being named the most admired u s company is a sell signal for the stock",0,positive,Apple
2572654016,Thu Mar 17 03:01:17 +0000 2016,"wealth stock finder positive gap   online",0,positive,Apple
160019321,Fri Mar 18 20:45:57 +0000 2016," offshorebroker investorseurope what an loss means for aws amp inc stock",0,neutral,Apple
31380071,Thu Mar 17 07:14:30 +0000 2016,"is now stock the next via thestreet",0,neutral,Apple
2935388514,Fri Mar 18 14:15:28 +0000 2016,"s big event on monday might not boost the stock as much as you think tech business bullandbear",0,negative,Apple
2626128637,Fri Mar 18 15:33:23 +0000 2016,"s loop you in event might not be big winner for stock",0,negative,Apple
244991712,Fri Mar 18 15:24:06 +0000 2016," marketnews s loop you in event might not be big winner for stock",0,negative,Apple
1700261203,Tue Mar 22 15:27:52 +0000 2016,"s product launch what the stock market loved and hated investors on monday were most exci",0,positive,Apple
1362582427,Fri Mar 18 14:49:55 +0000 2016," berniesanders wants to tax corporations if thats true why did you vote to let them not pay stock dividends and stockpile money",0,neutral,Apple
731382036,Fri Mar 18 17:25:57 +0000 2016,"how will we watch tv next and will or comcast rule it stock news amp stock market analysis ibd",0,neutral,Apple
7.03E+17,Fri Mar 18 15:10:06 +0000 2016,"s big event on monday might not boost the stock as much as you think",0,negative,Apple
1425134526,Fri Mar 18 17:50:53 +0000 2016,"stock bracket msft vs nke vs amzn via stocks",0,neutral,Apple
18435525,Sat Mar 19 18:24:09 +0000 2016," techcrunch lets hope stock hit this summer i need buy my children big data software",0,positive,Apple
2851469671,Fri Mar 18 01:54:01 +0000 2016," siri is so bad it makes me want to short s stock",0,negative,Apple
299891017,Fri Mar 18 15:28:09 +0000 2016,"the stock market according to jim cramer  spx goog fb amzn wynn dis xlf gs",1,neutral,Apple
2453803956,Sat Mar 19 16:04:24 +0000 2016," s stock has worms but fbi isn t one of them",42,neutral,Apple
709481318,Tue Mar 22 15:15:24 +0000 2016,"stock went down",0,negative,Apple
4871574405,Fri Mar 18 15:24:04 +0000 2016,"trailblaze s loop you in event might not be big winner for stock",0,negative,Apple
6968182,Tue Mar 22 16:52:15 +0000 2016,"stock gains after doj hearing postponed jim cramer s view",0,positive,Apple
1363934534,Sat Mar 19 06:10:56 +0000 2016,"really thinking about investing into this stock",0,positive,Apple
2735534228,Fri Mar 18 17:57:43 +0000 2016," check hot deals b stock lcd led display assembly macbook pro retina mid",0,neutral,Apple
32348260,Fri Mar 18 19:02:51 +0000 2016," offshorebroker what an loss means for aws amp inc stock",0,neutral,Apple
1373083340,Thu Mar 17 14:29:43 +0000 2016," is currently undervalued with stock chart forming bullish cup and handle pattern",0,neutral,Apple
126919959,Fri Mar 18 14:19:14 +0000 2016,"dr zaks peanut butter back in stock bodyfreaksswans all different flavours amp cinnamon",1,neutral,Apple
4635655035,Thu Mar 17 17:16:03 +0000 2016," can inc s march event revive stock",0,neutral,Apple
2695909933,Sat Mar 19 21:34:16 +0000 2016,"deals gt gt new old stock  computer mac se logic cpu board n",0,neutral,Apple
26786203,Tue Mar 22 15:02:16 +0000 2016,"so ur telling me s big new release is the just a rerelase of the iphone lol i d start selling that stock y all",0,negative,Apple
25280569,Fri Mar 18 16:12:02 +0000 2016,"this is why stock could skyrocket in finance tech investing news",0,positive,Apple
65681636,Tue Mar 22 00:25:10 +0000 2016,"rt chessnwine new post stock market recap video nke qqq spy tsla",5,neutral,Apple
4717408582,Thu Mar 17 17:15:21 +0000 2016," can inc s march event revive stock",0,neutral,Apple
100024370,Fri Mar 18 21:38:34 +0000 2016,"the companies buying back stock amp then the real secret goog intc qcom biib gild",2,positive,Apple
2344619544,Thu Mar 17 20:38:18 +0000 2016,"inc nasdaq initiated with a sell at stock traders daily",1,negative,Apple
4782509960,Tue Mar 22 16:12:06 +0000 2016,"how stock price changed after presentation of the new iphone it jumped more than on market open",0,positive,Apple
2313518031,Fri Mar 18 12:18:03 +0000 2016,"spain lower pear and stocks in catalonia catalonia s total stock of s and pears on february",0,neutral,Apple
2341445778,Fri Mar 18 00:10:31 +0000 2016,"rt stocknewswires eem mo ko adbe your first trade for friday march",1,neutral,Apple
15714370,Fri Mar 18 13:10:43 +0000 2016," drvox a lot of reporters have made this error given stock trades just over a  share price should trip an alarm",0,positive,Apple
619772228,Tue Mar 22 15:24:06 +0000 2016,"s product launch what the stock market loved and hated investor s business daily",0,neutral,Apple
1587738085,Tue Mar 22 07:26:50 +0000 2016,"chinese demand has dropped in the past months and this release could boost sales from the country and create new momentum for stock",0,positive,Apple
2189573149,Sat Mar 19 01:22:07 +0000 2016," stock hires corporate security officer amid legal battle with government sources san francisco march",0,neutral,Apple
18659657,Mon Mar 21 23:59:27 +0000 2016,"signs of life for s stock as wall st eyes new iphone",0,positive,Apple
22295696,Fri Mar 18 23:56:03 +0000 2016,"inc this is why stock could skyrocket in  via shareaholic",0,positive,Apple
22084427,Mon Mar 21 23:49:40 +0000 2016,"rt robdelaney tim cook announces iphone charger cord to be long enough to reach a socket stock price quadruples",702,positive,Apple
216843073,Fri Mar 18 18:50:23 +0000 2016," amzn dow stock roundup boeing wins m army contract may ink deal with alphabet",0,positive,Apple
4283721494,Sat Mar 19 16:15:14 +0000 2016,"all the stock mac apps that quietly made useful",0,neutral,Apple
568815176,Tue Mar 22 15:07:18 +0000 2016," s product launch what the stock market loved and hated stockmarket",0,neutral,Apple
59096457,Thu Mar 17 10:55:26 +0000 2016," twirlingteacups one is  and in stock hope this helps j",0,neutral,Apple
1288770804,Tue Mar 22 14:49:25 +0000 2016,"inc stock rose by currently  per share",0,positive,Apple
2868141498,Thu Mar 17 04:22:02 +0000 2016,"rt mometicmobile a new ah high for was just reached  pm found with momo stock discovery app for ios htt",1,positive,Apple
713429732,Thu Mar 17 12:40:13 +0000 2016,"vital stock inc settles at up pct at the close technology",0,positive,Apple
629096627,Tue Mar 22 00:52:14 +0000 2016," coltongrizzly seriously i think you need to invest in some stock if you keep giving them so much money",0,positive,Apple
2401345154,Fri Mar 18 15:32:48 +0000 2016,"rt ali fshcic any cafes pubs delis restaurants around bicester aylesbury who d like to stock our lovely juice socent https",1,neutral,Apple
4820793586,Thu Mar 17 14:48:31 +0000 2016,"here s the stock chart that s getting some bulls excited via r business financemop reddit business",0,positive,Apple
2419231940,Thu Mar 17 07:37:33 +0000 2016," epic s tim sweeney doubles down on uwp criticism challenges to stock alert cmgo",0,neutral,Apple
25103894,Tue Mar 22 12:05:40 +0000 2016," qz the event was boring which is why their stock went down nothing awesome might be over for on revolutionizing technology",0,neutral,Apple
714427406,Fri Mar 18 05:05:32 +0000 2016,"rt nfz mediamalaysian junk nline also copied stock android from for their ios",15,neutral,Apple
2501312077,Thu Mar 17 02:38:20 +0000 2016,"deals b stock lcd led display assembly macbook pro retina mid a",0,neutral,Apple
2261269151,Tue Mar 22 17:27:45 +0000 2016,"i need to buy some stock from",0,positive,Apple
3912912142,Thu Mar 17 14:21:28 +0000 2016,"stock price pattern coordinates charttime price ub ua da dax ua ua ua mu ub",2,neutral,Apple
1870312633,Thu Mar 17 13:36:02 +0000 2016,"ronald wayne s logo designer sold his stock of for after weeks at because he thought was too risky",0,negative,Apple
3268436166,Fri Mar 18 19:49:03 +0000 2016,"most active options intc baba vr research lab vrx bac stock buyback unveiling host marley",0,negative,Apple
495459217,Thu Mar 17 16:07:55 +0000 2016," sega stock sgamy seeing benefit from tv association blueskiesthelimit",0,neutral,Apple
2902969040,Fri Mar 18 23:30:21 +0000 2016,"spdr s amp p what is the easiest trade in the book monday tesla motors inc twitter inc common stock mannkind corporation inc",0,neutral,Apple
1253312389,Mon Mar 21 23:56:38 +0000 2016,"how will the stock appl react",0,neutral,Apple
2459430642,Thu Mar 17 10:05:59 +0000 2016,"german court rules against in video streaming patent case tech stocks",0,neutral,Apple
2541933493,Thu Mar 17 14:08:18 +0000 2016,"chart points to massive surge technician technician greg harmon says that is gearin stockmarket",0,positive,Apple
121370906,Thu Mar 17 19:44:02 +0000 2016,"stockmarket crash is coming get ready stocks vix tvix spy fb twtr c bac siri pcln msft csco intc amzn",0,negative,Apple
1123400660,Fri Mar 18 21:51:36 +0000 2016," pauliewarriner godhatesusall no my first agenda would be righting personal read greedy wrongs buying stock etc",0,negative,Apple
3166520884,Sat Mar 19 01:59:39 +0000 2016,"i need to stock up on some more chips",0,neutral,Apple
4498549582,Fri Mar 18 23:13:05 +0000 2016,"steve wozniak gave much of his stock to employees who otherwise would not have received stock after the ipo",0,neutral,Apple
3033690970,Fri Mar 18 01:09:22 +0000 2016," s stock has worms but fbi isn t one of them",0,neutral,Apple
495050195,Thu Mar 17 13:41:43 +0000 2016,"forget the watch here s the new watch everyone on wall street wants bi video via clusterstock",0,neutral,Apple
249203925,Fri Mar 18 12:06:22 +0000 2016,"we ve a huge range of tablets and ipads now in stock or andriod chooseyourside",1,neutral,Apple
394470787,Thu Mar 17 17:10:26 +0000 2016,"i ve seen in sacto ca since they started selling a watch that no needs the stock i ll buy",0,positive,Apple
26250595,Fri Mar 18 15:26:02 +0000 2016,"s event on monday might not be big winner for its stock says analyst",0,negative,Apple
28372030,Sat Mar 19 13:50:58 +0000 2016,"latest article buy stock before it soars to new highs investorplace",0,positive,Apple
21298510,Thu Mar 17 15:01:17 +0000 2016,"the celtics allegedly had stock in google and in story to come",0,neutral,Apple
124258437,Thu Mar 17 16:00:01 +0000 2016,"u s active stock wars tsla DOWN nke epe jbl stockwars",0,neutral,Apple
3129807446,Thu Mar 17 17:38:21 +0000 2016,"star analyst jim suva from citigroup maintained a buy on jim has a avg rtrn nasdaq stocks",0,positive,Apple
16638757,Tue Mar 22 14:18:04 +0000 2016," evernote please bring passwords to individual notes been asking for years now even stock notes has passwords",0,neutral,Apple
438541276,Fri Mar 18 04:43:59 +0000 2016,"rt jeffzwarren star wars family guy rick amp morty ghostbusters video games ps xbox nintendo youtube google stock quotes business ma",1,neutral,Apple
2800242683,Thu Mar 17 14:30:06 +0000 2016," is currently undervalued with stock chart forming bullish cup and handle pattern",0,negative,Apple
3312818582,Tue Mar 22 00:34:20 +0000 2016,"bbc news fbi may be able to unlock san bernardino iphone to see what happens to stock now",0,neutral,Apple
1435787503,Fri Mar 18 14:25:27 +0000 2016,"inc stock headed to one tech thinks so valuewalk",0,positive,Apple
4728489322,Thu Mar 17 17:17:04 +0000 2016," can inc s march event revive stock",0,neutral,Apple
3341352496,Tue Mar 22 04:15:48 +0000 2016," stock x stock a bullish trade for iron buy t",0,neutral,Apple
48650661,Sat Mar 19 10:49:28 +0000 2016,"in stock now pre owned macbook late ghz gb gb os ilife office installedboxed",0,neutral,Apple
2356240740,Tue Mar 22 07:57:04 +0000 2016,"stock edges higher as company launches new products iphone",0,positive,Apple
