195637295,Sat Mar 19 17:21:21 +0000 2016,"origin accessori custom charger stock day friend short",0,neutral,Apple
565059874,Tue Mar 22 08:50:10 +0000 2016,"trade final stock jone info",0,positive,Apple
4830708541,Fri Mar 18 12:20:15 +0000 2016,"read skyrocket stock",3,positive,Apple
42727555,Thu Mar 17 15:31:43 +0000 2016,"market  qcom top msft puls updat ib technolog sector stock rwc",0,neutral,Apple
2694567290,Fri Mar 18 15:01:42 +0000 2016,"newiphon boost event stock monday",1,negative,Apple
3261627696,Fri Mar 18 07:10:19 +0000 2016,"sin stock",0,negative,Apple
23784788,Tue Mar 22 00:00:59 +0000 2016,"urm shed guy hq iphones stock iphon full",0,neutral,Apple
2819939066,Fri Mar 18 13:38:37 +0000 2016,"trade signal effect event stock click",0,neutral,Apple
23059499,Thu Mar 17 11:20:21 +0000 2016,"fed bac futur amzn stock qqq street slide bidu propel breakfast amkbi wall spi",9,positive,Apple
4643238088,Tue Mar 22 16:30:37 +0000 2016,"talk report imagin stock rise",1,positive,Apple
2339538282,Thu Mar 17 13:59:50 +0000 2016,"petethern sold wife time stock",0,negative,Apple
14128970,Fri Mar 18 13:33:19 +0000 2016,"climb nasdaq personalincom stock unveil event",0,positive,Apple
2984160411,Thu Mar 17 11:50:34 +0000 2016,"rt cinnamon butter stockpric amp drzak peanut wholegym stock",3,neutral,Apple
85547652,Fri Mar 18 23:28:51 +0000 2016,"crumbl sale shop etsi style stock photographi",0,neutral,Apple
7.02E+17,Tue Mar 22 13:18:40 +0000 2016,"trade tstrealmoney buy wouldn agre stock iphon dougkass hold",0,positive,Apple
999219770,Thu Mar 17 13:34:34 +0000 2016,"love strong nope jual sabrinashazlin playboy laa skrg apek je stock da tak ada",0,neutral,Apple
582848001,Tue Mar 22 12:58:32 +0000 2016,"news  seal stock iphon techtuesday fan ve",0,neutral,Apple
3969101188,Sat Mar 19 11:08:23 +0000 2016,"imag download hour call free stock",0,neutral,Apple
3364485773,Fri Mar 18 18:37:40 +0000 2016,"nasdaq stock",0,neutral,Apple
2788411463,Thu Mar 17 18:21:31 +0000 2016,"purchas johnasmy stock",0,positive,Apple
2167876946,Tue Mar 22 02:40:14 +0000 2016,"super handphon phone fullsett readi jual murah rose gb pic stock",0,neutral,Apple
7144422,Thu Mar 17 11:14:59 +0000 2016,"super rt lifehack os https stock use quiet app",44,neutral,Apple
18113952,Fri Mar 18 19:21:15 +0000 2016,"month left bought extra ago tho save stock",0,positive,Apple
631416556,Fri Mar 18 12:16:20 +0000 2016,"skyrocket stock",1,positive,Apple
597158387,Tue Mar 22 05:46:59 +0000 2016,"hannahbrook phantom rt dji lordi trip oh stock expens",7,neutral,Apple
2455761204,Thu Mar 17 07:22:12 +0000 2016,"trend daili ytd dow stock week",2,neutral,Apple
2493423925,Thu Mar 17 07:15:42 +0000 2016,"retina macbook deal display assembl mid led stock lcd pro",14,neutral,Apple
4875747924,Sat Mar 19 20:09:23 +0000 2016,"finna babi sauc stock rn food",0,neutral,Apple
3429983422,Fri Mar 18 14:17:49 +0000 2016,"look trade chrisb ahead analyst launch stock iphon ig",5,neutral,Apple
4670874672,Fri Mar 18 16:36:03 +0000 2016,"rt book sticker anakmegatmeget manual iphon earphon waran charger iloveyouipoh gb stock",0,neutral,Apple
2211867912,Fri Mar 18 23:49:07 +0000 2016,"climb personalincom stock unveil event",5,positive,Apple
14656767,Sat Mar 19 21:23:23 +0000 2016,"stock use mac app quiet",5,neutral,Apple
370291714,Fri Mar 18 02:24:43 +0000 2016,"stocktwit money head lost buy comment",0,positive,Apple
104261303,Fri Mar 18 19:31:03 +0000 2016,"winner loop event stock marketwatch",0,negative,Apple
247460267,Thu Mar 17 22:11:39 +0000 2016,"mover dubset premarket stock push",0,positive,Apple
367567960,Thu Mar 17 17:35:10 +0000 2016,"nice pick pan share freakout stock",0,positive,Apple
2229292530,Sat Mar 19 20:32:21 +0000 2016,"cherri pecan current filoliquor pieholewhiskey amp whiskey stock flavor pie",0,neutral,Apple
2159322464,Tue Mar 22 00:57:11 +0000 2016,"product effect launch stock",0,neutral,Apple
44060322,Tue Mar 22 01:00:17 +0000 2016,"keynot product trade follow histor stock march event",3,neutral,Apple
316265648,Sat Mar 19 20:29:02 +0000 2016,"rememb ronald sold re bad wayn stock day worth",1,neutral,Apple
65950167,Thu Mar 17 17:33:46 +0000 2016,"te tv fansid mad car retailmenot spin stock win lockerdom",0,neutral,Apple
7714492,Fri Mar 18 15:09:22 +0000 2016,"nasdaq review updat term ipad stock pro bodi blow laptop",1,neutral,Apple
1255023650,Thu Mar 17 14:56:37 +0000 2016,"cap breakout includ thestreet buy mdt stock",0,positive,Apple
3420574769,Fri Mar 18 13:17:58 +0000 2016,"trade gasl rcon adb list mdco svxi mojo uvxi vtae twtr stock fb day dust",3,neutral,Apple
1217997840,Thu Mar 17 12:45:14 +0000 2016,"keen bank buy ripe stockmarket analysi",0,positive,Apple
4910407894,Tue Mar 22 16:26:09 +0000 2016,"market product love launch stock hate investor forex monday",0,neutral,Apple
2615722226,Thu Mar 17 05:40:34 +0000 2016,"price slash analyst stock target",1,neutral,Apple
2663928435,Thu Mar 17 22:41:09 +0000 2016,"mine tsla cnab msft chevriernao sne stock goog hemp top month hpnn",0,positive,Apple
2393304607,Tue Mar 22 00:19:51 +0000 2016,"vinegar imav groceri trentsworstnightmar riq store stock local cider",2,neutral,Apple
81754062,Tue Mar 22 02:06:05 +0000 2016,"thank stupid tv lost easili remot stock devic intellig",0,neutral,Apple
42741944,Tue Mar 22 03:16:21 +0000 2016,"amount hope meager gonna stock lolno event",0,positive,Apple
70272473,Sat Mar 19 08:59:24 +0000 2016,"offer catalyst watch stealth black duti protect stock water resist heavi",0,neutral,Apple
1953669499,Fri Mar 18 02:48:34 +0000 2016,"run hi low guy hipster pomad stock hurri grab mix vanilla",0,negative,Apple
53565035,Sat Mar 19 18:26:41 +0000 2016,"score analyz kenfaulkenberri dividend invest analysi stock swot",0,neutral,Apple
85336287,Thu Mar 17 15:08:50 +0000 2016,"app mail fix bug unread messag io stock word exist exist",0,neutral,Apple
209734424,Fri Mar 18 15:32:39 +0000 2016,"product winner loop event stock",0,negative,Apple
615965380,Thu Mar 17 14:28:17 +0000 2016,"form current bullish pattern undervalu handl stock chart cup",5,neutral,Apple
211084269,Tue Mar 22 08:30:06 +0000 2016,"sim seal releas uk silver gb free stock iphon brand unlock",0,neutral,Apple
3294617145,Sat Mar 19 16:31:27 +0000 2016,"rt data usb charg pleas sync cord charger ipad hd stock cabl outbid",0,neutral,Apple
2858171394,Thu Mar 17 14:52:53 +0000 2016,"cloud move near googl servic aw amzn ft stock",0,neutral,Apple
3366889804,Sat Mar 19 14:12:30 +0000 2016,"doesn price shock buy won touch event stock drive devic",0,positive,Apple
3649970293,Thu Mar 17 14:26:34 +0000 2016,"thestreet servicenow stock",0,neutral,Apple
103706906,Thu Mar 17 22:03:22 +0000 2016,"tv bestbuy buy grab stock jeffbenjam",0,neutral,Apple
4876819618,Tue Mar 22 18:36:36 +0000 2016,"crack bearish test phone bullish iq hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm stock imbecil",0,neutral,Apple
3410004411,Fri Mar 18 21:17:20 +0000 2016,"amazon loss mean amp aw stock",0,neutral,Apple
3246159172,Tue Mar 22 18:47:09 +0000 2016,"market product love launch stock hate",2,neutral,Apple
119853295,Thu Mar 17 20:53:03 +0000 2016,"de oui donn chiffrer tout es dis sur envisag je les stock icloud",0,neutral,Apple
73207010,Tue Mar 22 13:52:01 +0000 2016,"slide contend courtroom yahoo price justic depart stock fight",1,neutral,Apple
2829402252,Fri Mar 18 18:01:51 +0000 2016,"product winner loop event stock monday",0,negative,Apple
3345872291,Thu Mar 17 14:51:00 +0000 2016,"thestreet valeant talk time talk stock jack mohr",0,neutral,Apple
25174493,Fri Mar 18 19:40:38 +0000 2016,"wish hate buy stock write articl day marketwatch",0,positive,Apple
3373756719,Fri Mar 18 15:34:59 +0000 2016,"rt marketob advantag current invest rose stock price",1,positive,Apple
1555949676,Thu Mar 17 12:59:31 +0000 2016,"zerohedg artifici price stock",1,neutral,Apple
18604111,Sat Mar 19 14:12:32 +0000 2016,"homemad powder veget stock easi pie",1,neutral,Apple
1154828750,Fri Mar 18 14:25:26 +0000 2016,"tech nasdaq fl valuewalk head stock",0,positive,Apple
17920623,Thu Mar 17 17:32:39 +0000 2016,"shite lot keyboard emoji android stock io",2,neutral,Apple
201296379,Thu Mar 17 14:30:05 +0000 2016,"tech msft hpq amzn stock goog behav googl ibm orcl fb ncr crm",0,neutral,Apple
3004534484,Tue Mar 22 19:00:12 +0000 2016,"love figur watch amp nasdaq tri stump stock product",0,positive,Apple
4329892153,Fri Mar 18 17:46:54 +0000 2016,"winner event stock",0,negative,Apple
278458893,Thu Mar 17 15:57:30 +0000 2016,"canada uk rip roar equiti lebanon investor ralli stock",0,neutral,Apple
627765164,Thu Mar 17 22:50:03 +0000 2016,"trade concept trader know fb spi amzn valuabl stock",0,neutral,Apple
4427720915,Fri Mar 18 16:05:47 +0000 2016,"admir rt name sell compani mktwburton stock signal",1,positive,Apple
2572654016,Thu Mar 17 03:01:17 +0000 2016,"wealth  gap onlin posit stock finder",0,positive,Apple
160019321,Fri Mar 18 20:45:57 +0000 2016,"offshorebrok loss mean investorseurop amp aw stock",0,neutral,Apple
31380071,Thu Mar 17 07:14:30 +0000 2016,"thestreet stock",1,neutral,Apple
2935388514,Fri Mar 18 14:15:28 +0000 2016,"tech bullandbear busi boost event stock monday",0,negative,Apple
244991712,Fri Mar 18 15:24:06 +0000 2016,"winner loop marketnew event stock",0,negative,Apple
1700261203,Tue Mar 22 15:27:52 +0000 2016,"market product love exci launch stock hate investor monday",1,positive,Apple
1362582427,Fri Mar 18 14:49:55 +0000 2016,"money dividend true pay stockpil tax berniesand stock vote corpor that",0,neutral,Apple
731382036,Fri Mar 18 17:25:57 +0000 2016,"news market comcast tv watch amp rule ibd stock analysi",0,neutral,Apple
7.03E+17,Fri Mar 18 15:10:06 +0000 2016,"boost event stock monday",5,negative,Apple
1425134526,Fri Mar 18 17:50:53 +0000 2016,"msft bracket nke stock vs amzn stock",0,neutral,Apple
18435525,Sat Mar 19 18:24:09 +0000 2016,"hit techcrunch data softwar children buy hope stock summer",0,positive,Apple
2851469671,Fri Mar 18 01:54:01 +0000 2016,"bad siri short stock",0,negative,Apple
299891017,Fri Mar 18 15:28:09 +0000 2016,"cramer gs amzn jim dis market goog xlf wynn spx stock fb",1,neutral,Apple
709481318,Tue Mar 22 15:15:24 +0000 2016,"went stock",0,negative,Apple
4871574405,Fri Mar 18 15:24:04 +0000 2016,"winner loop event stock trailblaz",0,negative,Apple
6968182,Tue Mar 22 16:52:15 +0000 2016,"view hear cramer stock gain doj postpon jim",0,positive,Apple
1363934534,Sat Mar 19 06:10:56 +0000 2016,"invest stock think",0,positive,Apple
2735534228,Fri Mar 18 17:57:43 +0000 2016,"display mid led check hot lcd pro retina macbook deal assembl stock",0,neutral,Apple
32348260,Fri Mar 18 19:02:51 +0000 2016,"offshorebrok loss mean amp aw stock",0,neutral,Apple
126919959,Fri Mar 18 14:19:14 +0000 2016,"flavour butter cinnamon amp zak bodyfreaksswan peanut stock dr",1,neutral,Apple
2695909933,Sat Mar 19 21:34:16 +0000 2016,"comput se deal cpu logic stock gt mac board",0,neutral,Apple
26786203,Tue Mar 22 15:02:16 +0000 2016,"tell releas rerelas lol start sell stock ur iphon",0,negative,Apple
25280569,Fri Mar 18 16:12:02 +0000 2016,"tech news skyrocket invest stock financ",0,positive,Apple
65681636,Tue Mar 22 00:25:10 +0000 2016,"market qqq rt tsla post nke recap video stock chessnwin spi",5,neutral,Apple
100024370,Fri Mar 18 21:38:34 +0000 2016,"goog compani qcom amp intc buy gild real secret stock biib",2,positive,Apple
2344619544,Thu Mar 17 20:38:18 +0000 2016,"initi trader nasdaq sell daili stock",1,negative,Apple
4782509960,Tue Mar 22 16:12:06 +0000 2016,"present market price jump stock iphon chang",0,positive,Apple
2313518031,Fri Mar 18 12:18:03 +0000 2016,"spain pear total pear lower februari stock stock catalonia",0,neutral,Apple
2341445778,Fri Mar 18 00:10:31 +0000 2016,"rt mo trade ko friday adb eem march stocknewswir",1,neutral,Apple
15714370,Fri Mar 18 13:10:43 +0000 2016,"lot report trip price drvox alarm trade share error stock",0,positive,Apple
619772228,Tue Mar 22 15:24:06 +0000 2016,"market product investor love busi daili launch stock hate",0,neutral,Apple
1587738085,Tue Mar 22 07:26:50 +0000 2016,"chines countri month past releas drop creat boost stock demand sale momentum",1,positive,Apple
2189573149,Sat Mar 19 01:22:07 +0000 2016,"francisco san sourc offic amid march battl secur govern hire corpor legal stock",0,neutral,Apple
18659657,Mon Mar 21 23:59:27 +0000 2016,"st sign stock wall eye iphon life",2,positive,Apple
22295696,Fri Mar 18 23:56:03 +0000 2016,"shareahol skyrocket stock",2,positive,Apple
22084427,Mon Mar 21 23:49:40 +0000 2016,"announc rt cook reach iphon cord charger quadrupl price tim socket robdelaney stock",702,positive,Apple
216843073,Fri Mar 18 18:50:23 +0000 2016,"win armi deal contract ink alphabet stock boe amzn dow roundup",0,positive,Apple
568815176,Tue Mar 22 15:07:18 +0000 2016,"market product love stockmarket launch stock hate",0,neutral,Apple
59096457,Thu Mar 17 10:55:26 +0000 2016,"twirlingteacup help stock hope",0,neutral,Apple
1288770804,Tue Mar 22 14:49:25 +0000 2016,"current rose share stock",0,positive,Apple
2868141498,Thu Mar 17 04:22:02 +0000 2016,"app rt discoveri ah reach momo htt stock io mometicmobil pm",1,positive,Apple
713429732,Thu Mar 17 12:40:13 +0000 2016,"pct settl technolog vital stock close",0,positive,Apple
629096627,Tue Mar 22 00:52:14 +0000 2016,"money coltongrizzli invest keep serious stock give",0,positive,Apple
2401345154,Fri Mar 18 15:32:48 +0000 2016,"bicest love rt pub deli aylesburi juic socent fshcic cafe restaur https stock ali",1,neutral,Apple
4820793586,Thu Mar 17 14:48:31 +0000 2016,"get busi excit reddit bull stock chart financemop",0,positive,Apple
2419231940,Thu Mar 17 07:37:33 +0000 2016,"sweeney doubl challeng alert tim epic critic stock cmgo uwp",0,neutral,Apple
25103894,Tue Mar 22 12:05:40 +0000 2016,"bore awesom went qz technolog event stock revolution",0,neutral,Apple
714427406,Fri Mar 18 05:05:32 +0000 2016,"rt nline nfz copi android junk stock io mediamalaysian",15,neutral,Apple
2261269151,Tue Mar 22 17:27:45 +0000 2016,"buy stock",1,positive,Apple
3912912142,Thu Mar 17 14:21:28 +0000 2016,"charttim price pattern coordin mu dax stock ua ub da",2,neutral,Apple
1870312633,Thu Mar 17 13:36:02 +0000 2016,"ronald sold week logo design wayn stock riski",0,negative,Apple
3268436166,Fri Mar 18 19:49:03 +0000 2016,"intc bac activ lab unveil buyback research marley baba option host vr stock vrx",2,negative,Apple
495459217,Thu Mar 17 16:07:55 +0000 2016,"tv see sega associ blueskiesthelimit stock sgami benefit",0,neutral,Apple
2902969040,Fri Mar 18 23:30:21 +0000 2016,"amp tesla book corpor motor twitter trade common easiest mannkind stock spdr monday",0,neutral,Apple
1253312389,Mon Mar 21 23:56:38 +0000 2016,"appl react stock",0,neutral,Apple
2459430642,Thu Mar 17 10:05:59 +0000 2016,"tech german stream patent rule video court stock",0,neutral,Apple
2541933493,Thu Mar 17 14:08:18 +0000 2016,"massiv gearin surg harmon stockmarket technician chart greg",0,positive,Apple
121370906,Thu Mar 17 19:44:02 +0000 2016,"pcln vix bac intc tvix msft amzn stock crash csco readi twtr siri stockmarket fb spi come",0,negative,Apple
1123400660,Fri Mar 18 21:51:36 +0000 2016,"pauliewarrin right read buy greedi person stock agenda wrong godhatesusal",0,negative,Apple
3166520884,Sat Mar 19 01:59:39 +0000 2016,"chip stock",0,neutral,Apple
495050195,Thu Mar 17 13:41:43 +0000 2016,"forget clusterstock watch street bi video wall",0,neutral,Apple
249203925,Fri Mar 18 12:06:22 +0000 2016,"chooseyoursid ipad rang huge andriod stock tablet ve",1,neutral,Apple
394470787,Thu Mar 17 17:10:26 +0000 2016,"ll sacto watch buy start sell stock seen ca ve",0,positive,Apple
26250595,Fri Mar 18 15:26:02 +0000 2016,"winner analyst event stock monday",0,negative,Apple
28372030,Sat Mar 19 13:50:58 +0000 2016,"buy investorplac high stock articl soar",0,positive,Apple
21298510,Thu Mar 17 15:01:17 +0000 2016,"celtic googl stock alleg stori",0,neutral,Apple
124258437,Thu Mar 17 16:00:01 +0000 2016,"tsla stockwar jbl activ nke epe stock war",0,neutral,Apple
3129807446,Thu Mar 17 17:38:21 +0000 2016,"avg star nasdaq citigroup buy analyst suva rtrn maintain stock jim",0,positive,Apple
16638757,Tue Mar 22 14:18:04 +0000 2016,"note individu password bring evernot pleas stock",0,neutral,Apple
438541276,Fri Mar 18 04:43:59 +0000 2016,"youtub morti rt ps nintendo star busi amp guy rick googl video xbox jeffzwarren quot ma ghostbust game war famili stock",1,neutral,Apple
3312818582,Tue Mar 22 00:34:20 +0000 2016,"news san bbc unlock abl bernardino fbi stock iphon happen",0,neutral,Apple
1435787503,Fri Mar 18 14:25:27 +0000 2016,"tech valuewalk head stock",0,positive,Apple
3341352496,Tue Mar 22 04:15:48 +0000 2016,"trade bullish buy iron stock",0,neutral,Apple
48650661,Sat Mar 19 10:49:28 +0000 2016,"pre late os own macbook installedbox ghz gb offic stock ilif",0,neutral,Apple
2356240740,Tue Mar 22 07:57:04 +0000 2016,"edg compani stock iphon launch product",0,positive,Apple
3044159284,Thu Mar 17 11:32:07 +0000 2016,"wave trade flag fed forese fewer stock hike white rate rinf invest fb",0,positive,Apple
46733788,Thu Mar 17 16:01:31 +0000 2016,"get excit bull stock chart",7,positive,Apple
17704480,Thu Mar 17 10:24:27 +0000 2016,"amazon buy amzn stock",1,neutral,Apple
3009605703,Fri Mar 18 23:19:07 +0000 2016,"explain op wise idea moat berko tell bob pleas dear stock ed",0,negative,Apple
2162620120,Thu Mar 17 16:48:14 +0000 2016,"ll call rt tvulpi shaver ciroc ms stock jhuntermorton",4,positive,Apple
3074368847,Sat Mar 19 19:25:48 +0000 2016,"deal retina macbook display assembl led check stock lcd pro gt",0,neutral,Apple
539623130,Thu Mar 17 17:19:12 +0000 2016,"fall massiv month flounder past near technician stock chart percent ralli",0,negative,Apple
1664138053,Thu Mar 17 03:11:06 +0000 2016,"side stock recess run qqq core pennystock spx spi cpi financ iwm forecast",1,neutral,Apple
3847298292,Fri Mar 18 12:30:07 +0000 2016,"bc bake spartan perfect snack amp lb juici asparagus sauc stock crisp",0,neutral,Apple
7.04E+17,Thu Mar 17 19:10:00 +0000 2016,"bearish look stock",0,positive,Apple
1547285402,Fri Mar 18 14:25:27 +0000 2016,"tech com valuewalk head stock",0,positive,Apple
379310684,Thu Mar 17 13:03:15 +0000 2016,"help fan told android onlin look stock tablet",0,positive,Apple
2350920446,Tue Mar 22 03:57:30 +0000 2016,"iphon lol stick idea yeah stock gadget wellsmontagu",0,negative,Apple
3033357292,Fri Mar 18 09:09:47 +0000 2016,"data store googl glock take stock icloud",0,neutral,Apple
1110678176,Mon Mar 21 23:50:27 +0000 2016,"idea invest tho stock",0,positive,Apple
18856867,Thu Mar 17 12:47:20 +0000 2016,"sale proceed rtrs payment dividend stock bond buyback",31,negative,Apple
745487671,Fri Mar 18 14:27:02 +0000 2016,"longtim jackfortt upgrad wait wife multipl stock iphon user product",0,neutral,Apple
2684679208,Thu Mar 17 13:40:48 +0000 2016,"doesn don deal ma fall gotta lol tree stock",0,neutral,Apple
122199177,Tue Mar 22 19:02:19 +0000 2016,"openphon unlock public phone buy grenel stock fbi demand terrorist",0,neutral,Apple
329732642,Tue Mar 22 02:08:35 +0000 2016,"reuter buy stock",0,positive,Apple
386479132,Thu Mar 17 11:21:54 +0000 2016,"pct settl vital stock close iphon",0,positive,Apple
138944488,Thu Mar 17 18:03:39 +0000 2016,"bad cook fbi ceo market tell dream tim time stock expec fight dtn",0,neutral,Apple
316159163,Fri Mar 18 00:00:27 +0000 2016,"fell didn receiv cook option tim compens ceo stock",0,negative,Apple
82397047,Fri Mar 18 12:58:04 +0000 2016,"admir name sell compani stock signal",13,positive,Apple
3256912730,Fri Mar 18 16:53:27 +0000 2016,"major held bac jpm fund hedg stock",0,positive,Apple
2922054838,Tue Mar 22 15:02:28 +0000 2016,"current rose stock price",3,positive,Apple
3051147009,Thu Mar 17 22:51:54 +0000 2016,"wish timeshar tcmparti rainbowvalleywhizkid meet kid stock",0,positive,Apple
260535003,Thu Mar 17 22:36:41 +0000 2016,"remot stock",0,neutral,Apple
4382400263,Thu Mar 17 19:05:28 +0000 2016,"makeatwitterbot nasdaq review amd stock fakeheadlinebot javascript learntocod",0,neutral,Apple
70812372,Thu Mar 17 03:48:24 +0000 2016,"jump ahead gym stock event bruh",0,positive,Apple
2900427576,Fri Mar 18 20:21:32 +0000 2016,"loss mean suggest amp report aw stock",0,neutral,Apple
2932244360,Thu Mar 17 08:13:06 +0000 2016,"capit suggest total th jan buy stock vtrade stock dubai gain",1,positive,Apple
3028069225,Tue Mar 22 13:55:26 +0000 2016,"slide technew contend courtroom yahoo price justic acti depart stock fight",0,neutral,Apple
14879434,Fri Mar 18 06:41:26 +0000 2016,"awesom re caseyneistat luckili djiglob store stock rn",0,neutral,Apple
52210566,Sat Mar 19 00:27:26 +0000 2016,"aa analyst cnk cenx ep dsw acn march cnlmu eeq th cat stock clf updat estim",0,neutral,Apple
145713869,Thu Mar 17 15:40:59 +0000 2016,"date tattoo son afford bought birth huge neck stock",0,positive,Apple
861477217,Thu Mar 17 21:43:33 +0000 2016,"steel trade busi geek appi stock anymor mill",0,negative,Apple
272009210,Fri Mar 18 19:22:34 +0000 2016,"win armi deal gain contract ink duri alphabet stock boe dow roundup",0,positive,Apple
2243075472,Sat Mar 19 03:24:51 +0000 2016,"aap chart nasdaq mont stock updat chart",0,neutral,Apple
2675765305,Thu Mar 17 15:07:27 +0000 2016,"hilmiadamana inform mohamadshamel dah aku shamel awal tapi patah sebelum stock forev kau hati kat tak ada",0,neutral,Apple
255154957,Fri Mar 18 14:14:19 +0000 2016,"boost event stock yahoofin monday",0,negative,Apple
2874447922,Thu Mar 17 13:54:33 +0000 2016,"news sea googl major cat updat amzn vrx stock",0,negative,Apple
3313382498,Fri Mar 18 15:27:17 +0000 2016,"winner busi loop event stock",0,negative,Apple
84483981,Fri Mar 18 04:42:27 +0000 2016,"red art imag clipart stock clip",0,neutral,Apple
38290004,Fri Mar 18 12:08:14 +0000 2016,"skyrocket stock skyroc",1,positive,Apple
3433148488,Tue Mar 22 17:20:06 +0000 2016,"price talk report properti share troubl intellectu imagin stock rise processor",0,positive,Apple
273903398,Fri Mar 18 13:02:14 +0000 2016,"skyrocket bottom nasdaq stock",0,neutral,Apple
1429587566,Thu Mar 17 11:28:46 +0000 2016,"stock",1,neutral,Apple
131074970,Tue Mar 22 05:03:49 +0000 2016,"stupid phone wonder inch stock tank",0,negative,Apple
3310979452,Tue Mar 22 19:24:54 +0000 2016,"consid rollercoast compani stock day",1,neutral,Apple
2802272246,Thu Mar 17 11:20:59 +0000 2016,"cenx trade avxl orpn cde bbg profit mnkd clf stock",2,positive,Apple
2646506552,Thu Mar 17 14:00:02 +0000 2016,"qqq ctrp rsti xiv vtae mdlz premarket tvix activ shpg odp stock",0,neutral,Apple
3221121199,Thu Mar 17 21:31:23 +0000 2016,"amazon top trade facebook stockmarket spx fb sp valu amzn stock dollar",1,positive,Apple
