Company Name,Date,Open,High,Low,Close,Difference,Volume,Adj Close
celgene,4/18/16,107.150002,108.730003,106.510002,107.839996,-0.689994,3474000,107.839996
celgene,4/15/16,106.839996,107.419998,105.080002,107.339996,-0.5,5189700,107.339996
celgene,4/14/16,107.82,107.940002,106.07,106.989998,0.830002,3173300,106.989998
celgene,4/13/16,106.440002,107.790001,105.279999,107.599998,-1.159996,4344900,107.599998
celgene,4/12/16,103.330002,105.800003,103.139999,105.260002,-1.93,3996600,105.260002
celgene,4/11/16,106.519997,107.059998,103.290001,103.809998,2.709999,4832700,103.809998
celgene,4/8/16,109.110001,109.199997,105.389999,106.260002,2.849999,4043500,106.260002
celgene,4/7/16,108.199997,109.760002,106.610001,107.110001,1.089996,6161300,107.110001
celgene,4/6/16,102.550003,108.5,102.480003,108.220001,-5.669998,8344800,108.220001
celgene,4/5/16,99.959999,102.699997,99.860001,102.120003,-2.160004,4734000,102.120003
celgene,4/4/16,101.910004,102.389999,100.910004,101.050003,0.860001,4437900,101.050003
celgene,4/1/16,99.589996,101.360001,98.809998,101.190002,-1.600006,4381700,101.190002
celgene,3/31/16,99.110001,100.93,98.650002,100.089996,-0.979995,4038500,100.089996
celgene,3/30/16,100.440002,102.269997,98.779999,98.800003,1.639999,4157800,98.800003
celgene,3/29/16,98.989998,100.239998,97.089996,100.150002,-1.160004,5512100,100.150002
celgene,3/28/16,100.5,100.989998,98.989998,99.220001,1.279999,3046000,99.220001
celgene,3/24/16,99.209999,101.980003,98.099998,100.540001,-1.330002,3760700,100.540001
celgene,3/23/16,102.699997,102.870003,99.480003,99.919998,2.779999,4989000,99.919998
celgene,3/22/16,100.339996,103.739998,100.25,102.730003,-2.390007,6880900,102.730003
celgene,3/21/16,98.239998,101.739998,98.230003,101.139999,-2.900001,5666600,101.139999
celgene,3/18/16,96.889999,99.260002,96.099998,98.760002,-1.870003,9569600,98.760002
celgene,3/17/16,97.040001,97.629997,94.389999,96.690002,0.349999,9016900,96.690002
celgene,3/16/16,97.349998,98.620003,96.660004,97.529999,-0.180001,5261500,97.529999
cinemark,4/21/16,35.73,36.110001,35.41,35.41,0.32,302800,35.41
cinemark,4/20/16,35.599998,36,35.549999,35.700001,-0.100003,387900,35.700001
cinemark,4/19/16,35.75,36.150002,35.5,35.619999,0.130001,307800,35.619999
cinemark,4/18/16,35.130001,35.860001,35.130001,35.77,-0.639999,432800,35.77
cinemark,4/15/16,35.029999,35.259998,34.939999,35.23,-0.200001,430500,35.23
cinemark,4/14/16,34.830002,35.259998,34.759998,35.040001,-0.209999,372300,35.040001
cinemark,4/13/16,33.93,34.84,33.509998,34.740002,-0.810002,875500,34.740002
cinemark,4/12/16,33.849998,34.040001,33.639999,33.700001,0.149997,923100,33.700001
cinemark,4/11/16,34.419998,34.5,33.900002,33.91,0.509998,567000,33.91
cinemark,4/8/16,34.349998,34.349998,34.029999,34.200001,0.149997,368600,34.200001
cinemark,4/7/16,34.610001,34.810001,34.099998,34.150002,0.459999,352500,34.150002
cinemark,4/6/16,34.630001,34.810001,34.470001,34.720001,-0.09,811000,34.720001
cinemark,4/5/16,34.77,34.830002,34.5,34.549999,0.220001,791700,34.549999
cinemark,4/4/16,35.360001,35.669998,34.889999,34.990002,0.369999,1036400,34.990002
cinemark,4/1/16,35.689999,35.740002,35.18,35.200001,0.489998,885900,35.200001
cinemark,3/31/16,35.869999,35.990002,35.650002,35.830002,0.039997,718300,35.830002
cinemark,3/30/16,36.27,36.43,35.5,35.849998,0.420002,520900,35.849998
cinemark,3/29/16,35.790001,36.599998,35.700001,36.560001,-0.77,866000,36.560001
cinemark,3/28/16,35.75,35.880001,35.639999,35.799999,-0.049999,458200,35.799999
cinemark,3/24/16,35.48,35.740002,35.130001,35.650002,-0.170002,541300,35.650002
cinemark,3/23/16,36.02,36.240002,35.32,35.490002,0.529998,547000,35.490002
cinemark,3/22/16,36.119999,36.220001,35.57,36.02,0.099999,535300,36.02
cinemark,3/21/16,36.189999,36.349998,35.759998,36.220001,-0.030002,644700,36.220001
cinemark,3/18/16,35.490002,36.400002,35.369999,36.23,-0.739998,1816400,36.23
cinemark,3/17/16,34.990002,35.66,34.830002,35.57,-0.579998,1063700,35.57
cinemark,3/16/16,34.889999,35.630001,34.889999,35.419998,-0.529999,952700,35.419998
continental,4/21/16,38.220001,38.220001,36.57,36.84,1.380001,5393400,36.84
continental,4/20/16,36.330002,38.639999,36.029999,38,-1.669998,6908300,38
continental,4/19/16,35.669998,37.389999,35.57,36.68,-1.010002,7043000,36.68
continental,4/18/16,31.91,35.689999,31.700001,35.169998,-3.259998,8220700,35.169998
continental,4/15/16,33.27,34.07,33.02,33.709999,-0.439999,4516400,33.709999
continental,4/14/16,33.650002,33.889999,33,33.830002,-0.18,4020700,33.830002
continental,4/13/16,34.279999,34.32,32.889999,33.529999,0.75,5389100,33.529999
continental,4/12/16,32.720001,34.080002,32.419998,33.75,-1.029999,7500100,33.75
continental,4/11/16,32.610001,33.43,32.34,32.400002,0.209999,6778900,32.400002
continental,4/8/16,31.77,33,31.459999,32.25,-0.48,6923000,32.25
continental,4/7/16,30.200001,30.91,29.5,30.52,-0.319999,6261800,30.52
continental,4/6/16,29.92,30.77,28.940001,30.459999,-0.539999,6850800,30.459999
continental,4/5/16,28.950001,29.73,28.629999,29.49,-0.539999,5880100,29.49
continental,4/4/16,30.25,30.959999,29.09,29.18,1.07,6581000,29.18
continental,4/1/16,29.5,30.48,29,30.370001,-0.870001,5895600,30.370001
continental,3/31/16,29.6,30.85,29.379999,30.360001,-0.760001,5480000,30.360001
continental,3/30/16,29.83,30.469999,29.299999,29.75,0.08,6627700,29.75
continental,3/29/16,27.809999,29.08,27.459999,28.98,-1.170001,5363000,28.98
continental,3/28/16,29.129999,29.190001,27.629999,28.450001,0.679998,5189100,28.450001
continental,3/24/16,27.370001,29.450001,26.85,29.049999,-1.679998,8166100,29.049999
continental,3/23/16,29.9,30,28.190001,28.440001,1.459999,6617600,28.440001
continental,3/22/16,30.41,30.969999,29.76,30.200001,0.209999,7161000,30.200001
continental,3/21/16,30.700001,31.9,30.07,31.059999,-0.359998,7480000,31.059999
continental,3/18/16,31.030001,31.9,29.27,31.030001,0,9337000,31.030001
continental,3/17/16,29.6,31.24,29.6,30.639999,-1.039999,9225600,30.639999
continental,3/16/16,27.84,29.49,27.77,29.35,-1.51,7790700,29.35
Dream Works,4/21/16,27.15,27.209999,26.860001,27.01,0.14,675700,27.01
Dream Works,4/20/16,27.17,27.309999,26.629999,27.120001,0.049999,701300,27.120001
Dream Works,4/19/16,27.35,27.709999,26.950001,27.17,0.18,1126000,27.17
Dream Works,4/18/16,26.41,27.35,26.200001,27.26,-0.85,891400,27.26
Dream Works,4/15/16,26.34,26.889999,26.34,26.77,-0.43,1181900,26.77
Dream Works,4/14/16,25.98,27.1,25.66,26.5,-0.52,1076400,26.5
Dream Works,4/13/16,25.01,26.110001,24.950001,26.049999,-1.039999,1036000,26.049999
Dream Works,4/12/16,24.08,25.08,23.93,24.9,-0.82,913300,24.9
Dream Works,4/11/16,24.82,24.969999,23.940001,24.02,0.8,354600,24.02
Dream Works,4/8/16,24.790001,24.799999,24.219999,24.690001,0.1,422700,24.690001
Dream Works,4/7/16,24.99,25.25,24.25,24.49,0.5,847400,24.49
Dream Works,4/6/16,24.799999,25.75,24.75,25.209999,-0.41,1056900,25.209999
Dream Works,4/5/16,24.629999,25.1,23.780001,24.389999,0.24,779000,24.389999
Dream Works,4/4/16,24.76,25.120001,24.620001,24.99,-0.23,534400,24.99
Dream Works,4/1/16,24.75,24.84,24.379999,24.75,0,908200,24.75
Dream Works,3/31/16,25.209999,25.48,24.82,24.950001,0.259998,509200,24.950001
Dream Works,3/30/16,25.799999,25.91,25.110001,25.209999,0.59,492400,25.209999
Dream Works,3/29/16,25.120001,25.76,24.809999,25.700001,-0.58,1059600,25.700001
Dream Works,3/28/16,24.74,25.059999,24.59,24.73,0.01,477400,24.73
Dream Works,3/24/16,24.83,25.32,24.200001,24.58,0.25,582900,24.58
Dream Works,3/23/16,25.5,25.65,24.690001,25.16,0.34,647100,25.16
Dream Works,3/22/16,25.809999,25.99,25.58,25.66,0.149999,426700,25.66
Dream Works,3/21/16,26.450001,26.450001,25.82,25.91,0.540001,386100,25.91
Dream Works,3/18/16,26.17,26.99,26,26.450001,-0.280001,1287500,26.450001
Dream Works,3/17/16,25.48,26.129999,25.27,26.049999,-0.569999,602700,26.049999
Dream Works,3/16/16,25.48,25.870001,25.469999,25.549999,-0.069999,429900,25.549999
gilead,4/21/16,99.900002,101.839996,99.900002,101.739998,-1.839996,8981500,101.739998
gilead,4/20/16,99.349998,100.959999,99.349998,100.110001,-0.760003,8856500,100.110001
gilead,4/19/16,99.760002,100.730003,99.239998,99.440002,0.32,9780100,99.440002
gilead,4/18/16,98.169998,99.730003,98.110001,99.199997,-1.029999,8059500,99.199997
gilead,4/15/16,98.529999,98.980003,97.620003,98.290001,0.239998,8899800,98.290001
gilead,4/14/16,97.010002,98.769997,96.900002,98.190002,-1.18,8737200,98.190002
gilead,4/13/16,97.839996,97.970001,96.650002,97.190002,0.649994,9293800,97.190002
gilead,4/12/16,96,97.400002,95.5,97.239998,-1.239998,9186200,97.239998
gilead,4/11/16,96.410004,97.050003,95.739998,95.830002,0.580002,8733400,95.830002
gilead,4/8/16,96.209999,97.449997,95.580002,96.089996,0.120003,9656800,96.089996
gilead,4/7/16,97.209999,97.629997,95.089996,95.57,1.639999,13214400,95.57
gilead,4/6/16,95.489998,97.5,95.480003,97.440002,-1.950004,10990200,97.440002
gilead,4/5/16,93.550003,96.690002,93.5,95.57,-2.019997,11804700,95.57
gilead,4/4/16,94.349998,95,93.75,94.239998,0.11,8793200,94.239998
gilead,4/1/16,91.339996,94.379997,91.040001,94.120003,-2.780007,11393700,94.120003
gilead,3/31/16,91.900002,92.75,91.540001,91.860001,0.040001,13635000,91.860001
gilead,3/30/16,92.470001,93.57,91.559998,91.970001,0.5,8108400,91.970001
gilead,3/29/16,92.190002,92.239998,90.610001,92.199997,-0.009995,8608300,92.199997
gilead,3/28/16,92.07,94.309998,91.940002,92.459999,-0.389999,9590400,92.459999
gilead,3/24/16,89.610001,92.82,89.440002,91.32,-1.709999,14335400,91.32
gilead,3/23/16,90.959999,92.220001,89.970001,90.080002,0.879997,13693600,90.080002
gilead,3/22/16,92.139999,93.959999,92.050003,93.720001,-1.580002,9636600,93.720001
gilead,3/21/16,90,93.010002,90,92.669998,-2.669998,9756400,92.669998
gilead,3/18/16,90.019997,90.730003,89.540001,90.269997,-0.25,16794200,90.269997
gilead,3/17/16,89.790001,90.370003,88.809998,89.529999,0.260002,10526500,89.529999
gilead,3/16/16,88.959999,90.879997,88.910004,90.279999,-1.32,8794800,90.279999
Haliburton,4/21/16,40.279999,41.57,40.220001,40.330002,-0.050003,15889800,40.330002
Haliburton,4/20/16,39.59,40.91,39.529999,40.34,-0.75,9692200,40.34
Haliburton,4/19/16,39.09,40.279999,38.849998,40.040001,-0.950001,11191500,40.040001
Haliburton,4/18/16,37.25,39.310001,37.25,38.990002,-1.740002,8678600,38.990002
Haliburton,4/15/16,38.130001,38.439999,37.619999,38.27,-0.139999,7156000,38.27
Haliburton,4/14/16,38.389999,38.869999,38.029999,38.380001,0.009998,9813400,38.380001
Haliburton,4/13/16,37.869999,38.490002,37.599998,38.310001,-0.440002,11357100,38.310001
Haliburton,4/12/16,37.32,37.990002,36.73,37.66,-0.34,12271700,37.66
Haliburton,4/11/16,37.5,38.080002,37.200001,37.220001,0.279999,8267400,37.220001
Haliburton,4/8/16,37.220001,38.189999,37.110001,37.330002,-0.110001,11860200,37.330002
Haliburton,4/7/16,35.970001,36.75,35.93,36.25,-0.279999,9258900,36.25
Haliburton,4/6/16,34.709999,36.889999,34.450001,36.439999,-1.73,21604000,36.439999
Haliburton,4/5/16,33.650002,34.720001,33.259998,34.400002,-0.75,17303600,34.400002
Haliburton,4/4/16,34.849998,35.299999,33.830002,34,0.849998,14089600,34
Haliburton,4/1/16,35.07,35.259998,34.68,35.09,-0.02,9167800,35.09
Haliburton,3/31/16,35.84,36.380001,35.540001,35.720001,0.119999,7396900,35.720001
Haliburton,3/30/16,35.549999,36.450001,35.5,36.02,-0.470001,11305100,36.02
Haliburton,3/29/16,34.490002,35.189999,33.950001,35.02,-0.529998,8139900,35.02
Haliburton,3/28/16,35.32,35.400002,34.709999,35.09,0.23,4996100,35.09
Haliburton,3/24/16,34.310001,35.310001,34.279999,35.220001,-0.91,6329600,35.220001
Haliburton,3/23/16,35.380001,35.779999,34.82,35.029999,0.350002,7868500,35.029999
Haliburton,3/22/16,36.009998,36.439999,35.810001,35.970001,0.039997,7003800,35.970001
Haliburton,3/21/16,35.970001,36.529999,35.720001,36.380001,-0.41,6982300,36.380001
Haliburton,3/18/16,36.68,36.740002,35.810001,36.299999,0.380001,12124000,36.299999
Haliburton,3/17/16,35.779999,36.740002,35.540001,36.380001,-0.600002,10180100,36.380001
Haliburton,3/16/16,35.380001,35.560001,34.48,35.470001,-0.09,12961200,35.470001
payne,4/21/16,63.91,64.339996,62.939999,63.709999,0.200001,1647700,63.709999
payne,4/20/16,62.740002,64.330002,62.369999,63.57,-0.829998,2033200,63.57
payne,4/19/16,60.580002,63.470001,60.200001,63.060001,-2.479999,2580800,63.060001
payne,4/18/16,56.009998,60.029999,55.830002,59.869999,-3.860001,2457300,59.869999
payne,4/15/16,58.799999,58.799999,56.709999,58.16,0.639999,2969100,58.16
payne,4/14/16,60.709999,60.860001,59.060001,59.689999,1.02,1220900,59.689999
payne,4/13/16,60.380001,60.630001,58.889999,60.139999,0.240002,1694600,60.139999
payne,4/12/16,58.490002,61.080002,58.279999,60.099998,-1.609996,3709900,60.099998
payne,4/11/16,57.619999,58.990002,57.369999,57.900002,-0.280003,1365300,57.900002
payne,4/8/16,57.75,58.830002,56.990002,57.23,0.52,1951500,57.23
payne,4/7/16,56.810001,57.57,55.75,56.169998,0.640003,1963300,56.169998
payne,4/6/16,57.400002,58.279999,56.220001,57.169998,0.230004,1800700,57.169998
payne,4/5/16,56.049999,57.84,56,56.779999,-0.73,1363200,56.779999
payne,4/4/16,56.93,57.939999,55.959999,56.790001,0.139999,1827000,56.790001
payne,4/1/16,57.02,57.549999,55.959999,56.630001,0.389999,2268000,56.630001
payne,3/31/16,58.060001,59.740002,57.880001,58.720001,-0.66,1623600,58.720001
payne,3/30/16,59.150002,59.849998,57.459999,58.310001,0.840001,1726300,58.310001
payne,3/29/16,57.139999,58.459999,56.18,58.110001,-0.970002,2157900,58.110001
payne,3/28/16,58.470001,58.77,57.48,58.400002,0.069999,1265500,58.400002
payne,3/24/16,56.580002,58.189999,56.349998,58.099998,-1.519996,2679400,58.099998
payne,3/23/16,59.59,60.66,57.700001,57.84,1.75,2419000,57.84
payne,3/22/16,59.950001,61.400002,59.400002,59.860001,0.09,1714600,59.860001
payne,3/21/16,60.41,61.389999,59.619999,60.98,-0.57,1885000,60.98
payne,3/18/16,63.52,64.059998,60.57,60.830002,2.689998,3171900,60.830002
payne,3/17/16,62.75,63.75,61.459999,63.130001,-0.380001,2469500,63.130001
payne,3/16/16,62.43,63.110001,61.43,62.439999,-0.009999,1628900,62.439999
chase,4/21/16,64.260002,64.660004,63.34,63.599998,0.660004,15395800,63.599998
chase,4/20/16,63.48,64.309998,63.150002,64.239998,-0.759998,14594400,64.239998
